Username,Date,Tweet Text,Hashtags,Mentions
hasan677,"Jun 15, 2021",خبر: مهاجم به اتهام آزار جنسی فیزیکی زن در پله‌برقی زنجان بازداشت شد. ماجرا صبح اتفاق افتاده. مکان‌های عمومی شهر ناامن هستند.,,
amir7277,"Mar 02, 2022",منابع امنیتی: صبح در مسجد تهران زن مسافری مورد آزار جنسی فیزیکی قرار گرفته. متهم دستگیر شده. در ساعات روز هم این اتفاق‌ها میفته. https://t.co/1c1d6fe,زن_زندگی_آزادی,
shirin8238,"Jan 17, 2026",شکایت زن از موتورسوار به اتهام تفقی در پیاده‌رو مشهد ثبت شد. ماجرا عصر رخ داده. مکان‌های عمومی شهر ناامن هستند.,زن_زندگی_آزادی,
IranAzad_TV,"Nov 25, 2025",زنان ایران؛ از سرکوب تا پیشتازی تغییر روز جهانی حذف خشونت علیه #زنان ، برای زنان ایران یادآور دهه‌ها تبعیض قانونی، سرکوب خیابانی و خشونت ساختاری حکومتی است. اما چگونه زنان #ایران از دل همین #خشونت، به نیروی پیشتاز اعتراض و تغییر تبدیل شده‌اند؟ گفتگو با آزاده عالمی,"زنان,ایران,خشونت",
maryam.mina,"Sep 09, 2019",خبر: مرد به اتهام سوت زدن و متلک دختر در پله‌برقی کرمانشاه بازداشت شد. ماجرا ساعت ۱۹ شب‌غروب اتفاق افتاده. در اماکن عمومی هیچ نظارتی نیست.,,
student8539,"Apr 19, 2020",کسی دیگه هم صبح در باشگاه کرج متلک جنسی رو تجربه کرده؟ دختر جوانها روزها هم آزار جنسی خیلی زیاده. مکان نیمه‌عمومی باید جدی‌تر گرفته بشه.,,
free422,"Jan 10, 2024",#آزار_بس! ساعت ۱۵ بعدازظهر در پله‌برقی مرکز خرید شهر قزوین دختر جوانی آزار جنسی کلامی شد. روزها هم آزار جنسی خیلی زیاده. فضای عمومی باید امن‌تر بشه.,,justice.hossein
ahmad6052,"Dec 13, 2020",روایتی از دنبال کردن در قم: ساعت ۸ صبح در خیابان شهر قم زن شاغلی مورد آزار قرار گرفت. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. متهم هنوز دستگیر نشده. https://t.co/11fdb96,زن_زندگی_آزادی,
fatemeh4156,"Apr 13, 2025",گزارش: بعدازظهر حدود ساعت ۱۵ در دانشگاه مشهد حادثه تماس فیزیکی ناخواسته رخ داد. قربانی دختر جوان و متهم دانشجوی مرد بوده. محیط سازمانی باید امن‌تر بشه. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,,
mohsen7630,"Mar 19, 2022",آمار نشان می‌دهد آزار جنسی کلامی صبح حدود ساعت ۸ صندلی عقب تاکسی خرم‌آباد بیشتر رخ می‌دهد. قربانیان عمدتاً زن هستند. روزها هم آزار جنسی خیلی زیاده. فضای عمومی ناامن است. https://t.co/5880ac6,,
obs8897,"Dec 19, 2024",خبر: همکار مرد به اتهام آزار جنسی کلامی دختر شرکت رشت بازداشت شد. ماجرا ساعت ۱۰ پیش از ظهر اتفاق افتاده. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,,
hasan207,"May 11, 2025",پلیس از بازداشت متهم تهدید جنسی دختر خبر داد. حادثه ساعت ۱۵ بعدازظهر درب مترو تهران رخ داده. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,mashhad390
report128,"Dec 10, 2016",شاهد حادثه عکسبرداری ناخواسته در پارک یزد بودم. بعدازظهر زنی کمک می‌خواست ولی... فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای عمومی باید تغییر کنه.,امنیت_زنان,
hope72,"Jun 16, 2022",وقتی ظهر در حیاط مدرسه شهر قزوین آزار جنسی کلامی اتفاق می‌افته و کسی واکنش نشون نمیده، روزها هم آزار جنسی خیلی زیاده. همه مسئولیم محیط کاری رو امن‌تر کنیم.,حقوق_زنان,
bahariran373681,"Mar 06, 2022",خشونت علیه زنان در ایران یک سیستم است؛ اما مقاومت زنان یک انقلاب. مریم رجوی می‌گوید: این انقلاب شب‌غروب در قم، آینده بدون خشونت را تضمین می‌کند. #زن_مقاومت_آزادی #فوری #یک_گام_تا_قیام,"زن_مقاومت_آزادی,فوری,یک_گام_تا_قیام",
hope3445,"May 20, 2018",خبر: مشتری مرد به اتهام خیره شدن جنسی دختر جوان در فروشگاه شهر رشت بازداشت شد. ماجرا ساعت ۱۹ شب‌غروب اتفاق افتاده. در اماکن عمومی هیچ نظارتی نیست.,رشت,
narges.girl,"Mar 10, 2025",#آزار_بس! ساعت ۲۳ نیمه‌شب در تاکسی آژانس شهر تهران دختر جوانی نگاه خیره جنسی شد. شب وقت بیشترین گزارش‌های آزار جنسی هست. فضای عمومی باید امن‌تر بشه.,آزار_جنسی,
reza499,"Oct 23, 2026",خبر: گروهی از مردان به اتهام خیره شدن جنسی دانشجو در پارک مهرگان شیراز بازداشت شد. ماجرا شب حدود ساعت ۲۱ اتفاق افتاده. فضای عمومی باید برای همه امن باشه.,آزار_جنسی,
watch.mhd,"Oct 21, 2019",واقعاً متاسفم. ساعت ۱۹ شب‌غروب در در پارک ملت ساری اظهارنظر جنسی اتفاق افتاد و قربانی زن بود. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. مکان‌های عمومی شهر ناامن هستند.,,
ali773,"Feb 25, 2025",فضای عمومی برای زنان ناامنه. همین شب‌غروب حدود ساعت ۱۹ فروشگاه اهواز دختری تماس فیزیکی ناخواسته شد. شب وقت بیشترین گزارش‌های آزار جنسی هست.,,
reza_zahra,"Nov 14, 2018",روایتی از خیره شدن جنسی در تبریز: عصر حدود ساعت ۱۷ در استخر شهر تبریز زنی مورد آزار قرار گرفت. با شروع تاریکی امنیت کمتر میشه. متهم هنوز دستگیر نشده. https://t.co/401ffe3,تبریز,
ali2970,"Apr 14, 2018",هر روز ترس بیشتر. شب حدود ساعت ۲۱ در کلانتری شهر شیراز متلک جنسی شدم. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. محیط سازمانی باید امن‌تر بشه.,,
amir4222,"Mar 19, 2026",واقعاً خسته شدم. ظهر حدود ساعت ۱۲ در اتوبوس تهران بازم آزار جنسی کلامی شنیدم. دختر قربانی بوده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای عمومی اصلاً امن نیست. https://t.co/21f9f30,حقوق_زنان,
IHRDC,"Feb 15, 2020",آتوسا (نام مستعار) که مورد تعرض جنسی قرار گرفته بود، خود را از خودروی راننده ای که قصد ربایش او‌ را داشت به بیرون انداخت. وقتی او برای شکایت به کلانتری رفت پیش از ظهر در خرم‌آباد، مامور نیروی انتطامی به او گفت که او کارگر جنسی بوده و سر قیمت با مشتری اش به توافق نرسیده. https://t.co/k0FAHd7A8w https://t.co/vpE6mIkdrw,,
AsadSadeghpoor,"Nov 26, 2025",2.وقتی در ۶ ماه ۱۳۲ زن فقط به‌خاطر زن بودن کشته می‌شوند و لایحه منع خشونت علیه زنان ۱۲ سال است خاک می‌خورد، دیگر نمی‌شود با شعار و عکس یادبود فریب خورد. خشونت علیه زنان در ایران قانون است، نه استثنا در اصفهان. #۲۵نوامبر #قیام_آبان۹۸ #زن_مقاومت_آزادی,"۲۵نوامبر,قیام_آبان۹۸,زن_مقاومت_آزادی",
saghitarin,"Nov 27, 2022",#فرهنگ_نقد — «زن، زندگی، آزادی» تنها شعاری سیاسی نیست؛ یک موضع سیاسی هستی‌شناسانه‌ است که فلسفه‌ی مقاومت را بر بدن و صدای زنان بازمی‌نویسد. اما گاه در بطن این جنبش، صحنه‌هایی آشکار می‌شود که نه از جانب نیروهای حکومتی حدود ساعت ۱۰، بلکه از دل گفتارهای به‌ظاهر روشنفکرانه بذر خشونت را در زبان می,فرهنگ_نقد,
persian3460,"Dec 11, 2022",فضای عمومی برای زنان ناامنه. همین ساعت ۱۷ عصر در پارک لاله کاشان کودکی ربودن با هدف جنسی شد. غروب وقت گذار بین امنیت روز و ناامنی شب.,زن_زندگی_آزادی,
reza652,"Feb 20, 2017",قربانی تماس فیزیکی ناخواسته بیمارستان تهران تعریف می‌کنه: ساعت ۱۲ ظهر بودم که ناگهان کارمند... روزها هم آزار جنسی خیلی زیاده. در محل کار و تحصیل آزار جنسی نباید نادیده گرفته بشه.,,"saeed8746,ahmad752"
sara883,"Nov 20, 2016",گزارش: بعدازظهر حدود ساعت ۱۵ خیابان جمهوری تورنتو حادثه آزار جنسی کلامی رخ داد. قربانی زن مسافر و متهم موتورسوار بوده. مکان‌های عمومی شهر ناامن هستند. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. https://t.co/b457ae,خیابان_ناامن,light19
hra_news,"Aug 13, 2022",در رسته #حقوق_کودکان، در سال ۲۰۲۵ میلادی، ۵۹۰ گزارش توسط واحد آمار گردآوری شد. دستکم ۳۸ مورد تجاوز و آزار جنسی به کودکان، ۴۵ مورد قتل کودکان، ۴ مورد قتل ناموسی، ۱۸ مورد خودکشی کودکان، دستکم ۲۳ هزار مورد کودک‌آزاری، ۵ مورد نوزاد رهاشده، ۵ مورد مرگ و ۱۰ مورد مصدومیت کودکان کار، ۲۱,حقوق_کودکان,
AMIRTS7,"Dec 26, 2023",کصخل مصخلی چیزی هستی؟ یارو اومده بدون کوچیکترین سند و مدرکی به یه نفر اتهام آزار جنسی میزنه بعد تو خیلی راحت میگی میخوای باور نکن؟ در اتوبوس,,
sara376,"Mar 05, 2025",بعدازظهر در پارک شهر شیراز دنبال کردن رو تجربه کردم. آبرو نمی‌کنم، حقیقم رو می‌خوام. روزها هم آزار جنسی خیلی زیاده.,,
mehdi297,"Jan 12, 2022",وقتی ساعت ۱۹ شب‌غروب پارک دانشجو یاسوج خیره شدن جنسی اتفاق می‌افته و کسی واکنش نشون نمیده، بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. همه مسئولیم فضای عمومی رو امن‌تر کنیم.,زن_زندگی_آزادی,
