Username,Date,Tweet Text,Hashtags,Mentions,Date_parsed,Year,Month,Day,Hour,DayOfWeek,WeekDayName,Season,YearMonth,Iran_Relevance,Event_Hour,Time_of_Day,Cities,Locations,Environment_Type,Harassment_Types,Emotions,Is_Victim_Blaming,Narrative_Type,Solutions,Inferred_Gender,Gender_Confidence,Men_Stance,Toxicity_Score_Original,Toxicity_Score
fatemeh457,"Sep 12, 2025",فضای عمومی برای زنان ناامنه. همین بعدازظهر پارک ملت شیراز زنی آزار جنسی فیزیکی شد. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,پارک_ناامن,,2025-09-12,2025,9,12,0,4,Friday,Fall,2025-09,Iran,,Afternoon,['Shiraz'],['Park'],Public,['Unclassified'],['Fear'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
student264,"Nov 04, 2020",آمار خیره شدن جنسی در تبریز نگران‌کننده است. آخرین مورد شب حدود ساعت ۲۱ در کلانتری تبریز رخ داده. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. https://t.co/5c6632c,,,2020-11-04,2020,11,4,0,2,Wednesday,Fall,2020-11,Iran,21.0,Night,['Tabriz'],['Prison'],Organizational,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
hasan834,"Jan 12, 2017",خبر: مرد به اتهام نزدیک شدن ناخواسته دختر مترو ساری بازداشت شد. ماجرا ساعت ۱۰ پیش از ظهر اتفاق افتاده. فضای عمومی باید برای همه امن باشه. https://t.co/5f5d2da,مترو_ناامن,,2017-01-12,2017,1,12,0,3,Thursday,Winter,2017-01,Iran,10.0,Afternoon,['Sari'],"['Metro/Bus', 'Prison']",Transport,['Physical Harassment'],['Neutral'],False,First-person (Victim),,Female,0.7,,0.0,0.0
tehran8279,"Nov 27, 2025",بیدار بشیم! ساعت ۱۲ ظهر در بیمارستان کرمانشاه کودکی آزار جنسی فیزیکی شده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. محیط کاری ایمن نیست. https://t.co/5899df8,,"parvin_girl,hamid7730",2025-11-27,2025,11,27,0,3,Thursday,Fall,2025-11,Iran,12.0,Afternoon,"['Kermanshah', 'Kerman']",['Hospital/Clinic'],Organizational,['Unclassified'],['Neutral'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
iran718,"Nov 16, 2025",خبر: مرد ناشناس به اتهام اظهارنظر جنسی زن در سینما سمنان بازداشت شد. ماجرا ساعت ۲۱ شب اتفاق افتاده. در اماکن عمومی هیچ نظارتی نیست.,زن_زندگی_آزادی,,2025-11-16,2025,11,16,0,6,Sunday,Fall,2025-11,Iran,21.0,Night,,['Prison'],Organizational,['Verbal Harassment'],['Neutral'],False,News/Report,['Security/CCTV'],Female,0.7,,0.0,0.0
helena974615,"Aug 05, 2022",#فوری از هلند تا تهران یک صدا: خشونت علیه زنان در ایران با وجود این رژیم ادامه دارد. تنها راه پایانش سرنگونی کامل رژیم زن‌ستیز آخوندی است شب‌غروب در خیابان. زنان پیشتاز تغییرند #زنان_نیروی_تغییر #۲۵نوامبر,"فوری,زنان_نیروی_تغییر,۲۵نوامبر",,2022-08-05,2022,8,5,0,4,Friday,Summer,2022-08,Iran,,Night,['Tehran'],['Street'],Public,['Unclassified'],['Hope'],False,Public Opinion/Reshare,,Male,0.5,Neutral/Unclassified,0.0,0.0
narges2506,"Nov 24, 2025",#آزار_بس! عصر حدود ساعت ۱۷ در باشگاه شهر زنجان دختری تجاوز جنسی شد. غروب وقت گذار بین امنیت روز و ناامنی شب. مکان نیمه‌عمومی باید امن‌تر بشه.,تجاوز_جنسی,,2025-11-24,2025,11,24,0,0,Monday,Fall,2025-11,Iran,17.0,Evening,['Zanjan'],,Unknown,['Sexual Assault/Rape'],['Fear'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
hope_parvin,"Oct 16, 2025",روایتی از دنبال کردن در اصفهان: شب در پارک اصفهان زنی مورد آزار قرار گرفت. ساعات شب خطر آزار جنسی بالاتره. متهم هنوز دستگیر نشده.,,,2025-10-16,2025,10,16,0,3,Thursday,Fall,2025-10,Iran,,Night,['Isfahan'],['Park'],Public,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
farsi279,"Aug 13, 2020",قربانی تهدید جنسی فروشگاه کرمانشاه تعریف می‌کنه: شب‌غروب بودم که ناگهان مرد ناشناس... ساعات شب خطر آزار جنسی بالاتره. فضای عمومی باید برای همه امن باشه. https://t.co/1e27dd0,,,2020-08-13,2020,8,13,0,3,Thursday,Summer,2020-08,Iran,,Night,"['Kermanshah', 'Kerman']",['Market'],Public,['Unclassified'],['Neutral'],False,First-person (Victim),,Male,0.7,Neutral/Unclassified,0.0,0.0
javadimr,"Jul 30, 2020",بیش از نیمی از زنان در تهران تجربه بوق زدن ماشین‌ها و ۴۰٪تجربه متلک شنیدن را داشته‌اند.۱۵٪ هم تجربه لمس به عنوان آزار داشته‌اند. تجاوز انتهای زنجیره‌ای است که ابتدایش مردی است که به خود حق نگاه خیره و بوق زدن به هر زنی در خیابان را می‌دهد. #آزار_جنسی را جدی بگیریم، #ساکت_نباشیم.,"آزار_جنسی,ساکت_نباشیم",,2020-07-30,2020,7,30,0,3,Thursday,Summer,2020-07,Iran,,,['Tehran'],['Street'],Public,"['Verbal Harassment', 'Physical Harassment', 'Sexual Assault/Rape']",['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
obs872,"Jun 26, 2026",تا کی باید فضای عمومی نگران امنیت باشیم؟ آخرین مورد: صبح حدود ساعت ۸ در فروشگاه تهران زنی متلک جنسی شده. در ساعات روز هم این اتفاق‌ها میفته.,حقوق_زنان,,2026-06-26,2026,6,26,0,4,Friday,Summer,2026-06,Iran,8.0,Morning,['Tehran'],['Market'],Public,['Verbal Harassment'],['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
light4618,"Nov 28, 2018",ادعانامه علیه مهاجم که بعدازظهر پارک مهرگان تهران مرتکب اظهارنظر جنسی شده صادر شد. قربانی دختر بوده. مکان‌های عمومی شهر ناامن هستند.,,,2018-11-28,2018,11,28,0,2,Wednesday,Fall,2018-11,Iran,,Afternoon,['Tehran'],['Park'],Public,['Verbal Harassment'],['Fear'],False,First-person (Victim),,Female,0.7,,0.0,0.0
za111166hr,"Dec 31, 2019",خشونت علیه زنان؟ خب زنش نمیشدن!!! حدود ساعت ۱۷ در اصفهان,,,2019-12-31,2019,12,31,0,1,Tuesday,Winter,2019-12,Iran,17.0,,['Isfahan'],,Unknown,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Male,0.5,Neutral/Unclassified,0.0,0.0
farsi6130,"Aug 03, 2024",حکم محکومیت مرد به جرم آزار جنسی کلامی زن جوان صادر شد. حادثه شب‌غروب حدود ساعت ۱۹ در مترو شهر اهواز رخ داده. فضای عمومی باید برای همه امن باشه.,زن_زندگی_آزادی,,2024-08-03,2024,8,3,0,5,Saturday,Summer,2024-08,Iran,19.0,Night,['Ahvaz'],['Metro/Bus'],Transport,['Unclassified'],['Neutral'],False,First-person (Victim),,Female,0.7,,0.0,0.0
nazi.girl,"Apr 16, 2026",هر روز ترس بیشتر. شب‌غروب مترو تهران تجاوز جنسی شدم. شب‌ها امنیت برای زنان خیلی کمتره. مکان‌های عمومی شهر ناامن هستند.,"تجاوز_جنسی,مترو_ناامن",,2026-04-16,2026,4,16,0,3,Thursday,Spring,2026-04,Iran,,Night,['Tehran'],['Metro/Bus'],Transport,['Sexual Assault/Rape'],['Fear'],False,First-person (Victim),,Female,0.9,,0.0,0.0
human7300,"Nov 23, 2025",کسی دیگه هم شب‌غروب پارک رازی شیراز نزدیک شدن ناخواسته رو تجربه کرده؟ دختر جوانها شب وقت بیشترین گزارش‌های آزار جنسی هست. فضای عمومی باید جدی‌تر گرفته بشه.,,,2025-11-23,2025,11,23,0,6,Sunday,Fall,2025-11,Iran,,Night,['Shiraz'],['Park'],Public,['Physical Harassment'],['Neutral'],False,News/Report,,Male,0.9,Neutral/Unclassified,0.0,0.0
hossein5058,"Feb 26, 2020",بازداشت متهم عکسبرداری ناخواسته در تهران. حادثه ساعت ۱۵ بعدازظهر در باشگاه تهران رخ داده. قربانی نوجوان گزارش داده. مکان‌های نیمه‌عمومی هم ناامن هستند.,,,2020-02-26,2020,2,26,0,2,Wednesday,Winter,2020-02,Iran,15.0,Afternoon,['Tehran'],['Prison'],Organizational,['Unclassified'],['Fear'],False,News/Report,,Unknown,0.0,,0.0,0.0
obs.right,"Jun 05, 2023",پلیس از بازداشت متهم آزار جنسی کلامی زن خبر داد. حادثه ظهر اداره دولتی زاهدان رخ داده. در ساعات روز هم این اتفاق‌ها میفته.,,,2023-06-05,2023,6,5,0,0,Monday,Summer,2023-06,Iran,,Afternoon,['Zahedan'],"['Workplace', 'Prison']",Organizational,['Unclassified'],['Neutral'],False,News/Report,['Security/CCTV'],Female,0.7,,0.0,0.0
ElhamOmidvari,"Aug 26, 2024",دیدید یکی یک چکی، لگدی، چیزی میزنن به این آزارگرهای حجاب چه دل همه‌امون خنک میشه؟ تجربه خودم، نمیدونم چند سال پیش در میدان آریاشهر تهران از سر کار خسته و کوفته برمیگشتم، یکی از همین آزارگرها بهم تذکر حجاب داد، اون موقع هنوز هم بسکتبال بازی میکردم و قوی بودم و نمیترسیدم در منزل، بهم که,,,2024-08-26,2024,8,26,0,0,Monday,Summer,2024-08,Iran,,,['Tehran'],"['Home', 'Neighborhood']",Public,['Unclassified'],['Fear'],False,First-person (Victim),['Security/CCTV'],Unknown,0.0,,0.0,0.0
mehdi292,"Aug 27, 2022",شب خیابان ولیعصر قم تماس فیزیکی ناخواسته رو تجربه کردم. حق ندارن به ما این‌طور کنند. ساعات شب خطر آزار جنسی بالاتره.,"خیابان_ناامن,قم",,2022-08-27,2022,8,27,0,5,Saturday,Summer,2022-08,Iran,,Evening,['Qom'],['Street'],Public,['Physical Harassment'],['Neutral'],False,Public Opinion/Reshare,,Male,0.9,Justification,0.0,0.0
saeed_watch,"Feb 04, 2018",پلیس از بازداشت متهم متلک جنسی دختر خبر داد. حادثه پیش از ظهر مترو تهران رخ داده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,,,2018-02-04,2018,2,4,0,6,Sunday,Winter,2018-02,Iran,,Afternoon,['Tehran'],"['Metro/Bus', 'Prison']",Transport,['Verbal Harassment'],['Neutral'],False,News/Report,['Security/CCTV'],Male,0.9,Neutral/Unclassified,0.0,0.0
fatemeh.hamid,"Apr 11, 2026",دیروز ساعت ۱۹ شب‌غروب لابی هتل تهران مورد عکسبرداری ناخواسته قرار گرفتم. یک مسافر مرد بدون هیچ ترس شب‌ها امنیت برای زنان خیلی کمتره. تا کی باید تحمل کنیم؟,,,2026-04-11,2026,4,11,0,5,Saturday,Spring,2026-04,Iran,19.0,Night,['Tehran'],,Unknown,['Unclassified'],['Fear'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
ketabshah3,"Jan 10, 2022",روتون میشه بازم از بی بند و باری و سقوط اخلاقی در غرب بگید ؟!😔 متجاوز به کودکان تهرانی دستگیر شد متجاوز به ۳۰ زن دستگیر شد متجاوزین گروهی به دختر یاسوجی… تعرض به دانش اموزان مدرسه شهر ری… متجاوز سریالی به کودک ۲ ساله تا ۱۱ ساله حدود ساعت ۱۹,,,2022-01-10,2022,1,10,0,0,Monday,Winter,2022-01,Iran,19.0,,['Tehran'],"['School', 'Prison']",Organizational,"['Sexual Assault/Rape', 'Institutional Harassment']",['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
MaradwnaMr44818,"Nov 21, 2023",@HRA80 از سجده پینه بر پیشانی داشتند و به دختران ایران تجاوز کردند و شیر مردان را اعدام عصر در تهران در اتوبوس شهری,,HRA80,2023-11-21,2023,11,21,0,1,Tuesday,Fall,2023-11,Iran,,Evening,['Tehran'],['Metro/Bus'],Transport,['Sexual Assault/Rape'],['Neutral'],False,Public Opinion/Reshare,['Death Penalty'],Female,0.7,,0.3,0.3
AlinejadMasih,"Jun 08, 2025",حالا که دستگاه دروغ جمهوری اسلامی کلا ماجرای قصد تعرض به #الهه_حسین_نژاد را از خبرها حذف کرد، اما اگر او مثل یکی این دختر برای نجات جانش با متعرض گفتگو می‌کرد، با دوربینش فیلم می‌گرفت و یا مثل این زن دیگر، در اتوبان از ماشین خودش را به بیرون پرتاب می‌کرد حدود ساعت ۱۰، جامعه با او چه برخوردی,الهه_حسین_نژاد,,2025-06-08,2025,6,8,0,6,Sunday,Summer,2025-06,Iran,10.0,,,,Unknown,['Unclassified'],['Neutral'],False,News/Report,['Security/CCTV'],Male,0.9,Denial,0.0,0.0
iran6686,"Oct 21, 2016",واقعاً متاسفم. نیمه‌شب در زندان گرگان سوت زدن و متلک اتفاق افتاد و قربانی دختر بود. در تاریکی شب آزارگران جرأت بیشتری دارن. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,,light_mhd,2016-10-21,2016,10,21,0,4,Friday,Fall,2016-10,Iran,,Night,['Gorgan'],['Prison'],Organizational,['Verbal Harassment'],"['Sadness', 'Empathy']",False,Public Opinion/Reshare,['Law Reform'],Female,0.7,,0.05,0.05
justice664,"Oct 17, 2023",خبر: مهاجم به اتهام سوت زدن و متلک دختر در پارک شهر تبریز بازداشت شد. ماجرا شب اتفاق افتاده. مکان‌های عمومی شهر ناامن هستند. https://t.co/250ad1e,پارک_ناامن,"light3689,nazi2192",2023-10-17,2023,10,17,0,1,Tuesday,Fall,2023-10,Iran,,Night,['Tabriz'],"['Park', 'Prison']",Public,['Verbal Harassment'],['Fear'],False,First-person (Victim),,Female,0.7,,0.0,0.0
zahra433,"Feb 14, 2022",حکم محکومیت استاد به جرم آزار جنسی کلامی زن جوان صادر شد. حادثه عصر دانشگاه اصفهان رخ داده. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,آزار_جنسی,,2022-02-14,2022,2,14,0,0,Monday,Winter,2022-02,Iran,,Evening,['Isfahan'],['University'],Organizational,['Institutional Harassment'],['Neutral'],False,Public Opinion/Reshare,['Law Reform'],Female,0.9,,0.0,0.0
free8047,"Mar 06, 2025",کسی دیگه هم ساعت ۱۲ ظهر در مترو شهر شیراز ربودن با هدف جنسی رو تجربه کرده؟ کودکها فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای عمومی باید جدی‌تر گرفته بشه.,شیراز,"narges911,hope8570",2025-03-06,2025,3,6,0,3,Thursday,Spring,2025-03,Iran,12.0,Afternoon,['Shiraz'],['Metro/Bus'],Transport,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
life4285,"Nov 13, 2025",بر اساس گزارش‌ها، عکسبرداری ناخواسته در تبریز شب‌غروب حدود ساعت ۱۹ در در پارک طالقانی شهر تبریز رو به افزایش است. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. در اماکن عمومی هیچ نظارتی نیست.,زن_زندگی_آزادی,"hasan6094,fatemeh875",2025-11-13,2025,11,13,0,3,Thursday,Fall,2025-11,Iran,19.0,Night,['Tabriz'],['Park'],Public,['Unclassified'],['Neutral'],False,News/Report,['Security/CCTV'],Unknown,0.0,,0.0,0.0
hossein3756,"May 10, 2020",منابع امنیتی: ساعت ۱۵ بعدازظهر در باشگاه ارومیه زنی مورد آزار جنسی کلامی قرار گرفته. متهم دستگیر شده. در ساعات روز هم این اتفاق‌ها میفته.,آزار_جنسی,reza_mohsen,2020-05-10,2020,5,10,0,6,Sunday,Spring,2020-05,Iran,15.0,Afternoon,['Urmia'],,Unknown,['Unclassified'],['Neutral'],False,News/Report,,Female,0.7,,0.0,0.0
right253,"Jan 15, 2022",منابع امنیتی: ساعت ۱۲ ظهر دانشگاه تهران زنی مورد آزار جنسی فیزیکی قرار گرفته. متهم دستگیر شده. روزها هم آزار جنسی خیلی زیاده.,امنیت_زنان,,2022-01-15,2022,1,15,0,5,Saturday,Winter,2022-01,Iran,12.0,Afternoon,['Tehran'],['University'],Organizational,['Institutional Harassment'],['Neutral'],False,News/Report,,Female,0.7,,0.0,0.0
iran644,"Jan 24, 2023",شکایت دانشجو از عابر پیاده به اتهام تماس فیزیکی ناخواسته در خیابان شهر اهواز ثبت شد. ماجرا صبح حدود ساعت ۸ رخ داده. مکان‌های عمومی شهر ناامن هستند.,,,2023-01-24,2023,1,24,0,1,Tuesday,Winter,2023-01,Iran,8.0,Morning,['Ahvaz'],['Street'],Public,['Physical Harassment'],['Fear'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
