Username,Date,Tweet Text,Hashtags,Mentions,Date_parsed,Year,Month,Day,Hour,DayOfWeek,WeekDayName,Season,YearMonth,Iran_Relevance
free6028,"Apr 23, 2018",ادعانامه علیه استاد که پیش از ظهر دانشگاه قزوین مرتکب آزار جنسی فیزیکی شده صادر شد. قربانی زن بوده. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,زن_زندگی_آزادی,,2018-04-23,2018,4,23,0,0,Monday,Spring,2018-04,Iran
news286,"Jun 18, 2026",روایتی از عکسبرداری ناخواسته در اردبیل: ظهر حدود ساعت ۱۲ در اتوبوس اردبیل زنی مورد آزار قرار گرفت. روزها هم آزار جنسی خیلی زیاده. متهم هنوز دستگیر نشده.,آزار_جنسی,,2026-06-18,2026,6,18,0,3,Thursday,Summer,2026-06,Iran
voice472,"Jun 01, 2022",واقعاً متاسفم. ساعت ۲۱ شب در کلانتری زاهدان نزدیک شدن ناخواسته اتفاق افتاد و قربانی دختر بود. ساعات شب خطر آزار جنسی بالاتره. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,آزار_جنسی,,2022-06-01,2022,6,1,0,2,Wednesday,Summer,2022-06,Iran
manamoon53,"Jul 08, 2022",حقیقتا عقل ندارین راحتین. به عنوان پیرو دینی که تو فقهش عقد و آزار جنسی کودک از بدو تولد هست زیاد شکر میخوری حدود ساعت ۱۹ در مشهد,,,2022-07-08,2022,7,8,0,4,Friday,Summer,2022-07,Iran
iran630,"Aug 14, 2022",واقعاً خسته شدم. ساعت ۱۷ عصر در هتل شهر بیرجند بازم آزار جنسی کلامی شنیدم. نوجوان قربانی بوده. غروب وقت گذار بین امنیت روز و ناامنی شب. مکان نیمه‌عمومی اصلاً امن نیست.,,obs470,2022-08-14,2022,8,14,0,6,Sunday,Summer,2022-08,Ambiguous
dw_persian,"Aug 26, 2018","رئیس اتحادیه هتلداران خراسان رضوی ""استفاده جنسی مردان عراقی از زنان ایران"" را تایید کرد در ۶ هزار واحد مسکونی در مشهد موسوم به ""خانه مسافر"" به مسافران عراقی ""خدمات جنسی"" ارائه می‌شود. این موضوع مورد تأیید مسئولان است شب‌غروب. https://t.co/eBv8qofyzi https://t.co/uOVvlFiPMI",,,2018-08-26,2018,8,26,0,6,Sunday,Summer,2018-08,Mixed
aliayat61267230,"Mar 14, 2025",صهیونیست ها در تجاوز ۱۲روزه به ایران روی موشک‌های خود نوشتن برای #مهسا_امینی و زنان و دختران ایران را به خاک و خون کشیدند https://t.co/uSOQOgA9Xl,مهسا_امینی,,2025-03-14,2025,3,14,0,4,Friday,Spring,2025-03,Iran
free.mina,"Jun 10, 2021",واقعاً خسته شدم. ساعت ۱۲ ظهر در شرکت شهر بابل دوبار تماس فیزیکی ناخواسته شدم. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,,,2021-06-10,2021,6,10,0,3,Thursday,Summer,2021-06,Iran
amir1897,"May 19, 2024",دادگاه: مسافر مرد مرتکب عکسبرداری ناخواسته زن جوان در مترو شهر اصفهان شده. حادثه ساعت ۱۰ پیش از ظهر بوده. مکان‌های عمومی شهر ناامن هستند.,مترو_ناامن,,2024-05-19,2024,5,19,0,6,Sunday,Spring,2024-05,Iran
ahmad817,"Nov 27, 2025",تا کی باید محیط کاری نگران امنیت باشیم؟ آخرین مورد: ظهر حدود ساعت ۱۲ در راهروی مدرسه ارومیه زن شاغلی آزار جنسی فیزیکی شده. در ساعات روز هم این اتفاق‌ها میفته.,"آزار_جنسی,زن_زندگی_آزادی",,2025-11-27,2025,11,27,0,3,Thursday,Fall,2025-11,Iran
AlainPersian,"Feb 08, 2022",مأموران همان شب با بررسی دوربین‌ها به مردی ۳۸ ساله مشکوک شدند و او را بازداشت کردند. متهم ابتدا هرگونه دخالت را انکار کرد، اما صبح روز بعد اعتراف کرد با قصد اذیت و آزار جنسی، کودک را ربوده در خیابان فردوسی، پس از تجاوز به قتل رسانده و پیکر را در اطراف شهر رها کرده است. این جسد دو روز بعد پیدا شد. https://t.co/IZpL3v1b4L,,,2022-02-08,2022,2,8,0,1,Tuesday,Winter,2022-02,Ambiguous
zahra94,"Jun 06, 2018",فضای عمومی برای زنان ناامنه. همین صبح تاکسی آژانس همدان زن شاغلی آزار جنسی کلامی شد. در ساعات روز هم این اتفاق‌ها میفته.,امنیت_زنان,,2018-06-06,2018,6,6,0,2,Wednesday,Summer,2018-06,Iran
human8766,"Aug 05, 2023",قربانی تماس فیزیکی ناخواسته خیابان فردوسی کرج تعریف می‌کنه: صبح بودم که ناگهان مرد... روزها هم آزار جنسی خیلی زیاده. در اماکن عمومی هیچ نظارتی نیست.,,,2023-08-05,2023,8,5,0,5,Saturday,Summer,2023-08,Iran
nazi219,"Feb 07, 2019",شاهد حادثه نزدیک شدن ناخواسته در بیمارستان زاهدان بودم. صبح نوجوانی کمک می‌خواست ولی... در ساعات روز هم این اتفاق‌ها میفته. محیط کاری باید تغییر کنه.,,,2019-02-07,2019,2,7,0,3,Thursday,Winter,2019-02,Iran
report4396,"Oct 06, 2023",نکنه من تنها کسی هستم که ظهر حدود ساعت ۱۲ در شرکت ونکوور تماس فیزیکی ناخواسته شده؟ در ساعات روز هم این اتفاق‌ها میفته. زنها باید قوی‌تر باشن.,,,2023-10-06,2023,10,6,0,4,Friday,Fall,2023-10,Ambiguous
justice5275,"Apr 09, 2021",دادگاه: نگهبان پارک مرتکب تفقی زن در پارک شهر اصفهان شده. حادثه عصر حدود ساعت ۱۷ بوده. مکان‌های عمومی شهر ناامن هستند.,,persian_maryam,2021-04-09,2021,4,9,0,4,Friday,Spring,2021-04,Iran
PwrRwdsry,"Dec 28, 2023",بخدا من موندم چی بگم این عمل زشت اونم از طرف پدر روان بچه رو داغون میکنه این بچه در آینده چه هیولایی باید بشه که ضررش به جامعه باز خواهد گشت تمام جانیان در بچگی مورد اذیت آزار جنسی قرار گرفتند ایکاش نمیدیدم ذهنم درگیر و داغونه😭😭😭😭😭😭 در لندن,,,2023-12-28,2023,12,28,0,3,Thursday,Winter,2023-12,Ambiguous
free934,"May 23, 2017",پیش از ظهر حدود ساعت ۱۰ در دانشگاه شریف رشت آزار جنسی کلامی رو تجربه کردم. این بار شکایت کردم. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,,mehdi967,2017-05-23,2017,5,23,0,1,Tuesday,Spring,2017-05,Iran
free_justice,"Feb 19, 2018",بازداشت متهم دنبال کردن در کلن آلمان. حادثه بعدازظهر حدود ساعت ۱۵ در شرکت کلن آلمان رخ داده. قربانی زن شاغل گزارش داده. محیط سازمانی باید امن‌تر بشه.,زن_زندگی_آزادی,,2018-02-19,2018,2,19,0,0,Monday,Winter,2018-02,Foreign
news421,"Aug 16, 2019",بازداشت متهم متلک جنسی در رشت. حادثه ساعت ۱۲ ظهر در پله‌برقی رشت رخ داده. قربانی زن جوان گزارش داده. در اماکن عمومی هیچ نظارتی نیست.,آزار_کلامی,,2019-08-16,2019,8,16,0,4,Friday,Summer,2019-08,Iran
Makhmal_1359,"Oct 28, 2022",@uchihaacurse یعنی میفرمایید جریان میهن دوست به بقای سپاه و خامنه ای کمک کرد ؟! مانع از این شد که ج ا توسط چپها و گلوبالیسم جهانی سقوط کنه؟ قبلنا میهن دوستی با کشتار مردم تجاوز جنسی به شهروندان و حمله به مدارس دخترانه تعریف نمیشد... بعد هم که بهتون میگن «سطلی سپاهی» ناراحت میشید‌🤦‍♂️🤦‍♂️ https://t.co/J2g02q3oYe,,uchihaacurse,2022-10-28,2022,10,28,0,4,Friday,Fall,2022-10,Ambiguous
right320,"Dec 04, 2019",#آزار_بس! عصر کافه تهران کودکی متلک جنسی شد. با شروع تاریکی امنیت کمتر میشه. فضای عمومی باید امن‌تر بشه.,,,2019-12-04,2019,12,4,0,2,Wednesday,Winter,2019-12,Iran
fatemeh_maryam,"Sep 26, 2025",#آزار_بس! پیش از ظهر پارک ملت تبریز زنی متلک جنسی شد. روزها هم آزار جنسی خیلی زیاده. فضای عمومی باید امن‌تر بشه.,زن_زندگی_آزادی,,2025-09-26,2025,9,26,0,4,Friday,Fall,2025-09,Iran
watch989,"Jun 02, 2025",#آزار_بس! ظهر در تاکسی کرج زنی تهدید جنسی شد. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. فضای عمومی باید امن‌تر بشه. https://t.co/ae12cc,,,2025-06-02,2025,6,2,0,0,Monday,Summer,2025-06,Iran
justice3676,"Apr 13, 2017",#آزار_بس! ساعت ۱۰ پیش از ظهر در مترو کرمانشاه زنی آزار جنسی کلامی شد. در ساعات روز هم این اتفاق‌ها میفته. فضای عمومی باید امن‌تر بشه.,مترو_ناامن,voice610,2017-04-13,2017,4,13,0,3,Thursday,Spring,2017-04,Iran
hasan172,"Feb 07, 2023",ادعانامه علیه مرد ناشناس که ظهر حدود ساعت ۱۲ سکوی مترو تهران مرتکب تماس فیزیکی ناخواسته شده صادر شد. قربانی مرد بوده. در اماکن عمومی هیچ نظارتی نیست.,,"voice_fatemeh,student9273",2023-02-07,2023,2,7,0,1,Tuesday,Winter,2023-02,Iran
persian7499,"Nov 17, 2022",محیط کاری برای زنان ناامنه. همین ساعت ۱۵ بعدازظهر محل کار هرات کودکی نگاه خیره جنسی شد. در ساعات روز هم این اتفاق‌ها میفته.,,,2022-11-17,2022,11,17,0,3,Thursday,Fall,2022-11,Ambiguous
faceless709,"May 12, 2023",شما حتی اطلاع ندارید اماری که از غرب میاد روی چه فاکتورهایی است و فقط میگید غرب بده،اگر طبق فاکتورهای غرب میزان آزار جنسی در ایران رو اندازه گیری کنید به رقمی چند صد برابر غرب میرسید ، فقط چند خط گوگل کن شاید متوجه بشی ، البته شما پیرو‌اسلام و عقد دختر باکره قبل اعدام هستی حدود ساعت ۲۱ در خیابان حافظ,,,2023-05-12,2023,5,12,0,4,Friday,Spring,2023-05,Iran
BanafshehJamali,"Oct 21, 2025",متاسفانه آنقدر تجاوز و آزار جنسی در ایران برای متجاوزینی که اسم و رسمی برای خود دارند، عواقب جدی نداشته که امثال #پژمان_جمشیدی به راحتی به یک دختر کم سن و سال تجاوز میکنند. آنها میدانند مانند فرهاد اصلانی، آیدین آغداشلو همکاران و طرفدارانشان برای آنها سینه سپر خواهند کرد و فرد,پژمان_جمشیدی,,2025-10-21,2025,10,21,0,1,Tuesday,Fall,2025-10,Mixed
hasan677,"Jun 15, 2021",خبر: مهاجم به اتهام آزار جنسی فیزیکی زن در پله‌برقی زنجان بازداشت شد. ماجرا صبح اتفاق افتاده. مکان‌های عمومی شهر ناامن هستند.,,,2021-06-15,2021,6,15,0,1,Tuesday,Summer,2021-06,Iran
amir7277,"Mar 02, 2022",منابع امنیتی: صبح در مسجد تهران زن مسافری مورد آزار جنسی فیزیکی قرار گرفته. متهم دستگیر شده. در ساعات روز هم این اتفاق‌ها میفته. https://t.co/1c1d6fe,زن_زندگی_آزادی,,2022-03-02,2022,3,2,0,2,Wednesday,Spring,2022-03,Iran
shirin8238,"Jan 17, 2026",شکایت زن از موتورسوار به اتهام تفقی در پیاده‌رو مشهد ثبت شد. ماجرا عصر رخ داده. مکان‌های عمومی شهر ناامن هستند.,زن_زندگی_آزادی,,2026-01-17,2026,1,17,0,5,Saturday,Winter,2026-01,Iran
IranAzad_TV,"Nov 25, 2025",زنان ایران؛ از سرکوب تا پیشتازی تغییر روز جهانی حذف خشونت علیه #زنان ، برای زنان ایران یادآور دهه‌ها تبعیض قانونی، سرکوب خیابانی و خشونت ساختاری حکومتی است. اما چگونه زنان #ایران از دل همین #خشونت، به نیروی پیشتاز اعتراض و تغییر تبدیل شده‌اند؟ گفتگو با آزاده عالمی,"زنان,ایران,خشونت",,2025-11-25,2025,11,25,0,1,Tuesday,Fall,2025-11,Iran
maryam.mina,"Sep 09, 2019",خبر: مرد به اتهام سوت زدن و متلک دختر در پله‌برقی کرمانشاه بازداشت شد. ماجرا ساعت ۱۹ شب‌غروب اتفاق افتاده. در اماکن عمومی هیچ نظارتی نیست.,,,2019-09-09,2019,9,9,0,0,Monday,Fall,2019-09,Iran
student8539,"Apr 19, 2020",کسی دیگه هم صبح در باشگاه کرج متلک جنسی رو تجربه کرده؟ دختر جوانها روزها هم آزار جنسی خیلی زیاده. مکان نیمه‌عمومی باید جدی‌تر گرفته بشه.,,,2020-04-19,2020,4,19,0,6,Sunday,Spring,2020-04,Iran
free422,"Jan 10, 2024",#آزار_بس! ساعت ۱۵ بعدازظهر در پله‌برقی مرکز خرید شهر قزوین دختر جوانی آزار جنسی کلامی شد. روزها هم آزار جنسی خیلی زیاده. فضای عمومی باید امن‌تر بشه.,,justice.hossein,2024-01-10,2024,1,10,0,2,Wednesday,Winter,2024-01,Iran
ahmad6052,"Dec 13, 2020",روایتی از دنبال کردن در قم: ساعت ۸ صبح در خیابان شهر قم زن شاغلی مورد آزار قرار گرفت. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. متهم هنوز دستگیر نشده. https://t.co/11fdb96,زن_زندگی_آزادی,,2020-12-13,2020,12,13,0,6,Sunday,Winter,2020-12,Iran
fatemeh4156,"Apr 13, 2025",گزارش: بعدازظهر حدود ساعت ۱۵ در دانشگاه مشهد حادثه تماس فیزیکی ناخواسته رخ داد. قربانی دختر جوان و متهم دانشجوی مرد بوده. محیط سازمانی باید امن‌تر بشه. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,,,2025-04-13,2025,4,13,0,6,Sunday,Spring,2025-04,Iran
